restaurant_name,location,cuisines,rate,approx_cost_for_two,online_order,book_table,price_segment,rating_category
Lazeez,Koramangala 5th Block,"North Indian, Mughlai, Biryani",3.2,600,Yes,No,Mid,Average
What's In A Name,Koramangala 5th Block,"Finger Food, Asian, European, Italian",4.1,1200,Yes,Yes,Premium,High Rating
Ulavacharu,Koramangala 5th Block,"Andhra, North Indian, Chinese",3.904002259690596,900,Yes,Yes,Mid,Average
Hunger Hitman,Koramangala,"North Indian, Chinese",3.8,300,Yes,No,Low,Average
Chef Baker's,HSR,"Continental, Cafe, Desserts, Italian, Bakery",3.8,600,Yes,No,Mid,Average
Biggies Burger 'n' More,BTM,"Cafe, Burger, Fast Food",3.8,400,Yes,No,Low,Average
Shaap,Koramangala 5th Block,"Kerala, Seafood",3.6,500,Yes,No,Low,Average
Midnight Mania,Koramangala 6th Block,"Pizza, Italian, Beverages",4.1,700,Yes,No,Mid,High Rating
Coffee Tea & More,Koramangala 5th Block,"Beverages, Sandwich",4.0,150,Yes,No,Low,High Rating
Petoo,Koramangala 4th Block,"North Indian, South Indian",3.9,300,Yes,No,Low,Average
Wangs Kitchen,HSR,Chinese,2.4,1000,Yes,No,Mid,Low Rating
Zeeshan,Koramangala 7th Block,"North Indian, Kebab, Biryani, Rolls",3.8,700,Yes,No,Mid,Average
The Mylapore Cafe,HSR,"South Indian, Kerala",4.1,200,Yes,No,Low,High Rating
Kuttanadu,HSR,"Kerala, Chinese, Seafood, North Indian",2.8,700,Yes,No,Mid,Low Rating
Pabrai's Fresh & Naturelle Icecreams,HSR,"Ice Cream, Desserts",4.3,180,Yes,No,Low,High Rating
Northam's Pizza.Pita,HSR,"Italian, Pizza",4.1,450,Yes,No,Low,High Rating
Seven Ate Nine,HSR,"North Indian, Steak, South Indian",3.904002259690596,700,Yes,Yes,Mid,Average
The Tandoori Chai,HSR,"North Indian, Fast Food, Street Food, Beverages",3.9,400,Yes,No,Low,Average
Srinidhi Sagar Deluxe,Domlur,"South Indian, North Indian, Chinese",3.6,40,Yes,No,Low,Average
The House Of Paratha,Koramangala 5th Block,North Indian,3.7,200,Yes,No,Low,Average
Hatti Kaapi,Koramangala 5th Block,"South Indian, Beverages",3.9,200,Yes,No,Low,Average
The Yogisthaan Cafe,Koramangala 2nd Block,"Cafe, Healthy Food, Salad, Beverages",4.1,600,Yes,No,Mid,High Rating
Desipun,Koramangala 5th Block,North Indian,4.2,700,Yes,Yes,Mid,High Rating
Bangaliana,HSR,Bengali,3.7,600,Yes,No,Mid,Average
Smokey Tribe Restaurant,Koramangala 7th Block,"North Eastern, Chinese",3.8,650,Yes,No,Mid,Average
Aalishan Restaurant & Caterer,Koramangala 7th Block,"North Indian, Mughlai",3.5,650,Yes,No,Mid,Average
Aami Bangali,Koramangala 5th Block,Bengali,3.6,700,Yes,No,Mid,Average
Grillopia,BTM,"Italian, American, Fast Food, Wraps, Rolls, Salad",3.9,1000,Yes,No,Mid,Average
The Waffle Street,HSR,"Continental, Beverages, Burger, Coffee, Desserts",3.9,300,Yes,No,Low,Average
The Chocolate Room,HSR,"Cafe, Bakery, Fast Food, Desserts",3.9,600,Yes,No,Mid,Average
Sree Krishna Kafe,Koramangala 5th Block,South Indian,4.2,200,Yes,No,Low,High Rating
White Elefan Coffee and Snack Bar,Koramangala 6th Block,"Coffee, Fast Food, Chinese, Beverages",3.9,550,Yes,No,Mid,Average
Broadway - The Gourmet Theatre,HSR,"Japanese, North Indian, Italian, Korean, Mexican, Thai",4.2,1800,Yes,Yes,Premium,High Rating
Southinn,HSR,"South Indian, Fast Food, Chinese, North Indian, Street Food",3.8,250,Yes,No,Low,Average
The Rendezvous,Koramangala 4th Block,"Continental, Steak, Chinese, Salad, Desserts, Seafood, Italian",3.7,800,Yes,No,Mid,Average
Caffe Pascucci,HSR,"Cafe, Continental, Pizza, Italian, Beverages",4.1,950,Yes,Yes,Mid,High Rating
Stoked!,Koramangala 4th Block,"Cafe, Italian, Pizza",4.3,850,No,No,Mid,High Rating
Zingron,Koramangala 7th Block,"Chinese, Naga",4.0,750,Yes,No,Mid,High Rating
Chaai Resto,HSR,"Tea, Beverages, Fast Food",3.9,250,Yes,No,Low,Average
Mudpipe Cafe,BTM,"Cafe, Continental, Burger",4.5,900,Yes,Yes,Mid,High Rating
Anjappar,Koramangala 4th Block,"Chettinad, South Indian",3.9,650,No,No,Mid,Average
Parika Multicuisine & Coastal Fine Dine,HSR,"Mangalorean, Seafood, North Indian, Chinese",3.9,1000,Yes,Yes,Mid,Average
Fava Bistro,Koramangala 5th Block,"Mediterranean, Pizza, Italian, Beverages",4.4,1500,Yes,Yes,Premium,High Rating
Shift,HSR,"Finger Food, Continental, North Indian",4.2,1500,Yes,Yes,Premium,High Rating
Chaska Bun,Koramangala 5th Block,Fast Food,4.2,300,Yes,No,Low,High Rating
Tunday Kababi,Koramangala 5th Block,"North Indian, Kebab",3.9,500,Yes,No,Low,Average
On The Nose,BTM,"Cafe, Italian, Mexican, Chinese",3.8,600,Yes,No,Mid,Average
Sagar Fast Food,Koramangala 3rd Block,"South Indian, North Indian, Fast Food",4.0,300,Yes,No,Low,High Rating
Juicy Momos,Koramangala 5th Block,"Tibetan, Momos",3.6,250,Yes,No,Low,Average
Mimansa @ Foxtrot,Koramangala 3rd Block,Cafe,4.4,1000,Yes,Yes,Mid,High Rating
1522 - The Pub,Koramangala 4th Block,"Chinese, Continental, North Indian",4.2,1400,No,Yes,Premium,High Rating
As On Fire,HSR,"Pizza, Fast Food, BBQ",3.8,400,Yes,No,Low,Average
Crawl Street,Koramangala 5th Block,"Continental, Finger Food, North Indian, Chinese",4.3,1200,Yes,Yes,Premium,High Rating
Nandhana Palace,Koramangala 4th Block,"Andhra, Biryani, North Indian, Chinese",4.1,800,No,Yes,Mid,High Rating
Koshe Kosha,Koramangala 1st Block,"Bengali, Seafood",4.0,600,Yes,No,Mid,High Rating
Grapevine,HSR,"Cafe, Continental, Italian, Beverages, Mediterranean",4.1,1200,Yes,Yes,Premium,High Rating
Cafe Terra,Koramangala 1st Block,"Cafe, Continental",4.1,700,Yes,No,Mid,High Rating
Mishmash,HSR,"Mediterranean, Continental, North Indian, Mughlai, Salad",3.9,1400,Yes,No,Premium,Average
Mangala Hotel,Koramangala 1st Block,"Kerala, Chinese, North Indian",3.6,300,Yes,No,Low,Average
Drunkling - Sizzlers and Pub,Koramangala 5th Block,"Chinese, Continental, North Indian, Burger, Pizza, Seafood",4.4,1000,Yes,Yes,Mid,High Rating
InnerChef,Koramangala 7th Block,"North Indian, Continental",3.8,500,Yes,No,Low,Average
Terra Bites,Koramangala 4th Block,"Cafe, Italian, Continental",4.1,700,Yes,No,Mid,High Rating
The Marash,Koramangala 5th Block,"Turkish, Desserts",4.3,250,Yes,No,Low,High Rating
Maria's Goan Kitchen,Koramangala 7th Block,"Goan, Chinese, Biryani",3.9,750,Yes,No,Mid,Average
Biriyani Zone,HSR,"Biryani, North Indian, Chinese, Seafood",3.9,800,Yes,No,Mid,Average
Black Deer,Koramangala 5th Block,"Beverages, Desserts",4.4,350,Yes,No,Low,High Rating
Enerjuvate Studio & Cafe,Koramangala 4th Block,"Cafe, Continental, Healthy Food, Sandwich, Pizza, Desserts, Beverages",4.4,800,No,Yes,Mid,High Rating
HSR Agarval Bhavan,HSR,"South Indian, Street Food, Fast Food, Desserts, Beverages",3.2,400,Yes,No,Low,Average
Spicy Kitchen,HSR,"Andhra, North Indian",3.8,500,Yes,No,Low,Average
Yummy Biryani,Koramangala 7th Block,Biryani,3.8,200,Yes,No,Low,Average
Litti Twist,Hosur Road,"Bihari, North Indian",4.2,300,Yes,No,Low,High Rating
Drunken Monkey,BTM,"Beverages, Fast Food",4.2,400,Yes,No,Low,High Rating
Chapati House,Ejipura,North Indian,3.9,300,Yes,No,Low,Average
Birinz,HSR,"Biryani, Kebab, Fast Food",4.3,650,Yes,No,Mid,High Rating
Punjab Bistro,Koramangala 7th Block,North Indian,4.4,1500,Yes,Yes,Premium,High Rating
Khan Saheb Grills and Rolls,Hosur Road,"Fast Food, Rolls",3.8,350,Yes,No,Low,Average
Sector 7 CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,HSR,"Cafe, Continental, Pizza, Salad",4.3,700,Yes,No,Mid,High Rating
The Beer Cafe,Koramangala 4th Block,"Finger Food, Chinese, Italian, Burger",4.2,1300,Yes,Yes,Premium,High Rating
Via Milano,Koramangala 4th Block,"Salad, Italian, Desserts, Pizza",4.2,1500,Yes,Yes,Premium,High Rating
Sukh Sagar,Koramangala 5th Block,"South Indian, North Indian, Chinese, Street Food",3.8,500,Yes,No,Low,Average
Hang10 Resto N Cafe,BTM,"Cafe, North Indian, Chinese",3.7,700,Yes,No,Mid,Average
Sonar Bangala,Koramangala 5th Block,"Bengali, North Indian",3.8,500,Yes,No,Low,Average
Ruh's Cafe,BTM,"Cafe, American, Italian, Continental, Chinese",4.1,500,Yes,No,Low,High Rating
Cafe Medley,Koramangala 5th Block,"Cafe, Continental, Burger",4.2,800,Yes,No,Mid,High Rating
Dhaba Bytes,HSR,North Indian,4.1,650,Yes,No,Mid,High Rating
Indori Chatorey,BTM,"North Indian, Street Food",2.8,300,Yes,No,Low,Low Rating
Cafe D'hide,Koramangala 5th Block,"Cafe, American, Continental, Italian",4.2,600,Yes,Yes,Mid,High Rating
Mr. Beans - Home Cafe,Koramangala 3rd Block,"Cafe, Continental, Italian",4.2,1000,Yes,Yes,Mid,High Rating
Savitha Family Restaurant,Koramangala 4th Block,North Indian,4.0,500,Yes,No,Low,High Rating
Mid Night Hunting,Ejipura,"Fast Food, Italian",3.7,300,Yes,No,Low,Average
Kwality Cakes N Bakes,HSR,"Bakery, Desserts",3.7,350,Yes,No,Low,Average
Purnabramha Maharashtrian Restaurant,HSR,Maharashtrian,3.7,850,Yes,No,Mid,Average
Cheers Pub Bar & Restro,Koramangala 4th Block,"Continental, Finger Food, Pizza, North Indian, Bar Food",3.904002259690596,1100,No,Yes,Premium,Average
Vyanjan,BTM,"North Indian, Street Food",3.9,300,Yes,No,Low,Average
Brimstone Cafe,HSR,"Cafe, Continental, Salad, Italian",4.0,1300,Yes,Yes,Premium,High Rating
Maa Di Hatti,Koramangala 1st Block,North Indian,2.8,500,Yes,No,Low,Low Rating
Rahhams,Old Airport Road,"Mughlai, North Indian, Chinese",2.8,700,Yes,No,Mid,Low Rating
Bathinda Junction,HSR,North Indian,4.0,600,Yes,Yes,Mid,High Rating
Crunch Pizzas,Domlur,"Italian, Pizza",2.9,600,Yes,No,Mid,Low Rating
Smoke - The Sizzler House,Koramangala 7th Block,"Continental, Chinese, Thai, Italian, BBQ, Steak",4.0,1100,Yes,Yes,Premium,High Rating
Calorie Express,BTM,Healthy Food,3.6,450,Yes,No,Low,Average
Burger Lounge,Koramangala 5th Block,"Burger, Fast Food, Beverages",3.6,600,Yes,No,Mid,Average
Yum Kitchen,HSR,"North Indian, Chinese",3.2,600,Yes,No,Mid,Average
Meghana Foods,Koramangala 5th Block,"Biryani, Seafood, Andhra, North Indian",4.4,600,Yes,No,Mid,High Rating
Taj Darbar,Koramangala 5th Block,"Biryani, Mughlai, Chinese",3.8,600,Yes,No,Mid,Average
Bistro Claytopia,Koramangala 1st Block,"Cafe, American, Italian, Burger",4.1,600,Yes,Yes,Mid,High Rating
Juice Junction Food Court,Koramangala 6th Block,"Beverages, Juices, Fast Food",3.7,250,Yes,No,Low,Average
Sunny Cafe & Kitchen,HSR,"Cafe, Continental, Beverages, Desserts",3.8,700,Yes,Yes,Mid,Average
Meenu Oota Da Maane,Koramangala 5th Block,"Seafood, Mangalorean, Chinese",4.2,800,Yes,Yes,Mid,High Rating
Hakka Chinese Restaurant,Koramangala 1st Block,"Chinese, Thai",3.9,600,Yes,No,Mid,Average
Andhra Kitchen,BTM,"Andhra, Biryani",4.0,400,Yes,No,Low,High Rating
ReadyBowl,BTM,"Andhra, South Indian, North Indian, Biryani",3.7,400,Yes,No,Low,Average
High n Hungry,BTM,"North Indian, South Indian, Chinese, Fast Food",2.9,700,Yes,No,Mid,Low Rating
Shree Khana Khazana,HSR,"North Indian, Chinese, Rajasthani",3.9,450,Yes,No,Low,Average
Bonum cibum,HSR,"Lebanese, Turkish",4.5,1200,Yes,No,Premium,High Rating
Mak n Vak - Fyn,HSR,"North Indian, Chinese",3.9,500,Yes,No,Low,Average
Cookie Man,Koramangala 7th Block,Bakery,4.0,150,Yes,No,Low,High Rating
China Bowl,Koramangala 6th Block,Chinese,3.9,1000,Yes,No,Mid,Average
Dice N Dine,Koramangala 5th Block,"Continental, Cafe, Italian, Fast Food, Steak",4.3,900,Yes,Yes,Mid,High Rating
Mecaf Family Restaurant,BTM,"North Indian, Chinese, Fast Food, Rolls, Beverages",3.9,600,Yes,No,Mid,Average
Haagen Dazs,Koramangala 7th Block,"Ice Cream, Desserts",3.9,800,Yes,No,Mid,Average
Potato Bae,Koramangala 5th Block,Fast Food,4.1,500,Yes,No,Low,High Rating
Zero Mile Punjab,HSR,"North Indian, Mughlai",4.1,800,Yes,Yes,Mid,High Rating
Qube Cafe,Koramangala 4th Block,"Cafe, Desserts",4.2,700,Yes,No,Mid,High Rating
Tawa Ghar Ka,HSR,North Indian,3.8,350,Yes,No,Low,Average
Cafe Thulp,Koramangala 1st Block,"Cafe, Burger, Italian, Salad",4.1,1000,Yes,No,Mid,High Rating
Harry's Bar + Cafe,Koramangala 7th Block,"Asian, American, Mexican",4.2,1400,Yes,Yes,Premium,High Rating
Laziz Pizza,Koramangala 7th Block,"Fast Food, Burger, Pizza",3.8,400,Yes,No,Low,Average
TRIGEREATO,Koramangala 8th Block,"Cafe, Continental, Beverages",4.4,700,Yes,Yes,Mid,High Rating
Little Lucknow,Koramangala 5th Block,"Mughlai, North Indian",4.0,800,Yes,Yes,Mid,High Rating
Mountain Spice,Koramangala 8th Block,"Chinese, Nepalese, Tibetan, Momos",3.9,400,Yes,No,Low,Average
Tangerine - Davanam Sarovar Portico Suites,Koramangala 2nd Block,"Continental, Italian, North Indian, Asian, Bakery, Chinese, European, Japanese",4.0,1100,Yes,Yes,Premium,High Rating
New Royal Treat,Bannerghatta Road,"North Indian, Chinese",2.8,350,Yes,No,Low,Low Rating
Uday Sweets,Koramangala 6th Block,"Mithai, Fast Food",3.5,250,Yes,No,Low,Average
Rolls & Co,Koramangala 6th Block,"Burger, Beverages, Rolls",3.9,400,Yes,No,Low,Average
BelgYum,Koramangala 7th Block,Desserts,4.0,400,Yes,No,Low,High Rating
Kadal Da Meen,HSR,"Biryani, Seafood",3.9,900,Yes,No,Mid,Average
Sharma's Malai & Masala,Koramangala 1st Block,North Indian,4.0,650,Yes,No,Mid,High Rating
Fiero! Pizzeria,Koramangala 6th Block,"Italian, Fast Food, Pizza",4.0,400,Yes,No,Low,High Rating
New Punjabi Hotel,BTM,"North Indian, Chinese",3.7,400,Yes,No,Low,Average
ReFresh Juice Junction,Koramangala 1st Block,"Juices, Fast Food",4.1,200,Yes,No,Low,High Rating
Gyani Da Punjabi Dhaba,BTM,"North Indian, Chinese",3.9,500,Yes,No,Low,Average
Pazzo,HSR,"American, Modern Indian, Italian, South Indian",4.3,700,Yes,No,Mid,High Rating
Pingara,Koramangala 1st Block,"North Indian, Chinese, Mangalorean",3.8,600,Yes,No,Mid,Average
Lucknowiz,Koramangala 1st Block,"Lucknowi, Chinese",3.5,500,Yes,No,Low,Average
Nasi And Mee,Koramangala 4th Block,"Malaysian, Thai, Singaporean, Asian, Chinese, Momos",4.4,1000,Yes,Yes,Mid,High Rating
TOKI Taco House,Koramangala 6th Block,Mexican,3.6,200,Yes,No,Low,Average
Sidewalk Cafe & Bar - The Paul Bangalore,Domlur,"European, Italian, Asian",4.2,1500,Yes,Yes,Premium,High Rating
New Friends,BTM,"North Indian, Continental, Chinese, Steak",3.8,900,Yes,No,Mid,Average
Bistro Oui,Koramangala 5th Block,"Cafe, Continental, Salad, Steak",4.1,1200,Yes,Yes,Premium,High Rating
Biryani Junction,Bommanahalli,"Biryani, North Indian, Chinese",2.3,450,Yes,No,Low,Low Rating
Oregano Pizzeria,Koramangala 4th Block,"Cafe, Italian, Pizza",3.7,450,Yes,No,Low,Average
Entropy Cafe,Koramangala 6th Block,"Cafe, Chinese, Pizza, North Indian, Burger",4.1,600,Yes,No,Mid,High Rating
Desi Bytes,Old Airport Road,"North Indian, Chinese",3.1,450,Yes,No,Low,Average
Rang De Basanthi,Koramangala 4th Block,"North Indian, South Indian, Chinese",3.7,400,Yes,No,Low,Average
Kinpeetos,Koramangala 5th Block,"Lebanese, Greek",3.9,300,Yes,No,Low,Average
Pipabu,Koramangala 4th Block,"Continental, Italian, Chinese",3.8,750,Yes,No,Mid,Average
Funky Punjab,BTM,"North Indian, Chinese",3.8,400,Yes,No,Low,Average
Meeraa's Beegara Oota,HSR,"South Indian, Biryani",3.8,600,Yes,No,Mid,Average
Sardarji Ka Dhaba,Hosur Road,North Indian,4.0,250,Yes,No,Low,High Rating
Kargeens,Koramangala 6th Block,"Cafe, Continental, Italian",4.1,600,Yes,No,Mid,High Rating
Once Upon A Flame,HSR,"Steak, Continental, Burger, BBQ",4.5,1200,Yes,No,Premium,High Rating
The Vape,HSR,"Asian, Beverages",4.0,800,Yes,No,Mid,High Rating
Tasty Magic,BTM,"Chinese, North Indian",2.7,600,Yes,No,Mid,Low Rating
Tharavadu,HSR,"Chinese, North Indian, Kerala",3.8,400,Yes,No,Low,Average
Delicacy,Koramangala 4th Block,"Chinese, Thai, Momos",3.9,500,Yes,No,Low,Average
Basmati Delights,BTM,"Biryani, Chinese, Mughlai, Fast Food, Kebab",4.0,500,Yes,No,Low,High Rating
Biriyaniz,HSR,"Biryani, North Indian, Chinese, Andhra",3.5,400,Yes,No,Low,Average
Feaster,HSR,"Continental, Asian, Chinese, Italian, North Indian",3.8,600,Yes,No,Mid,Average
Oldtown Dilli,Koramangala 4th Block,"Mughlai, North Indian, Turkish, Afghan",4.1,750,Yes,Yes,Mid,High Rating
Reddy's Restaurant,HSR,"Andhra, Biryani, South Indian, Chinese",3.7,500,Yes,No,Low,Average
A Hole Lotta Love Cafe,Koramangala 5th Block,"Cafe, American, Burger, Sandwich, Beverages",4.4,600,Yes,No,Mid,High Rating
Just Bake,Koramangala 5th Block,"Bakery, Desserts",3.8,400,Yes,No,Low,Average
Fill N Chill Resto Bar & Pub,Koramangala 4th Block,"Finger Food, North Indian, Chinese",3.9,1200,Yes,Yes,Premium,Average
Punjabi Tadka,HSR,"North Indian, Chinese",2.8,400,Yes,No,Low,Low Rating
Raichur Biryani House,HSR,"Biryani, North Indian, Chinese",3.8,400,Yes,No,Low,Average
Cafe Mondo,HSR,"Cafe, Italian, Pizza, Chinese",3.6,700,Yes,No,Mid,Average
Noon's,HSR,Biryani,4.2,300,Yes,No,Low,High Rating
Dreams Cafe - All Day English Food St.,Koramangala 1st Block,"Cafe, Continental, Burger",3.8,600,Yes,No,Mid,Average
PagalKhana,Koramangala 4th Block,"Continental, Chinese, Fast Food, Beverages",3.9,1000,Yes,Yes,Mid,Average
Sarvam,HSR,"South Indian, Chettinad, Chinese, North Indian, Andhra, Seafood",3.5,550,Yes,No,Mid,Average
Pot-O-Noodles,Koramangala 4th Block,"Chinese, Asian, Japanese",4.3,800,No,Yes,Mid,High Rating
Chocolat Boulangerie Patisserie,Koramangala 4th Block,"Bakery, Continental, Sandwich, Beverages, Desserts",4.1,400,No,No,Low,High Rating
Habitts,BTM,"Fast Food, Burger, Italian, Beverages",3.7,350,Yes,No,Low,Average
Tandoor Garden,BTM,"North Indian, Chinese, Kebab",3.6,350,Yes,No,Low,Average
Asia Kitchen By Mainland China,Koramangala 5th Block,"Asian, Chinese, Thai, Momos",4.9,1500,Yes,Yes,Premium,High Rating
The Vacationer's Cafe,Koramangala 7th Block,"Cafe, Continental, Mexican",4.1,600,Yes,No,Mid,High Rating
Hotel Tom's Restaurant,Koramangala 6th Block,"Mangalorean, Seafood, Chinese, North Indian",4.1,1000,Yes,No,Mid,High Rating
Mid-Night Crunch,HSR,"North Indian, Chinese",3.7,400,Yes,No,Low,Average
Desi Flavours,Koramangala 1st Block,"North Indian, Chinese, Biryani",3.9,400,Yes,No,Low,Average
Min Mini Punjabi Dhaba,Koramangala 7th Block,North Indian,3.9,400,Yes,No,Low,Average
Mast Kalandar,Koramangala 4th Block,North Indian,2.5,450,No,No,Low,Low Rating
The Rasoiya Street,HSR,"North Indian, Continental, Mediterranean, Chinese",4.1,800,Yes,Yes,Mid,High Rating
Petoo,Koramangala 1st Block,"North Indian, Fast Food, Street Food",3.8,800,Yes,No,Mid,Average
Keep It Straight Cafe,HSR,"Cafe, North Indian, Fast Food",3.9,500,Yes,Yes,Low,Average
Roots,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental, Mangalorean",4.5,1200,Yes,Yes,Premium,High Rating
Hyderabad Biryaani Home,South Bangalore,"North Indian, Hyderabadi, Chinese",3.0,650,Yes,No,Mid,Average
Mustard Food Court,Koramangala 3rd Block,"North Indian, Chinese",3.6,500,Yes,No,Low,Average
Swathi Maharaja,Koramangala 4th Block,"Andhra, North Indian, Chinese, Biryani",3.7,750,Yes,Yes,Mid,Average
Vintage Shack,HSR,"North Indian, Continental",3.9,900,Yes,Yes,Mid,Average
Mynutrikitchen,HSR,"North Indian, Healthy Food",3.6,300,Yes,No,Low,Average
Cashmere Nites,Koramangala 6th Block,Kashmiri,3.5,600,Yes,No,Mid,Average
Kumarakom,HSR,"Kerala, Seafood, South Indian, North Indian, Chinese",3.8,600,Yes,Yes,Mid,Average
Kitchen On Table,HSR,"BBQ, Chinese, Japanese, Asian",4.3,1000,Yes,No,Mid,High Rating
Rajdhani Thali Restaurant,Koramangala 7th Block,North Indian,4.0,900,Yes,Yes,Mid,High Rating
Cupcake Noggins,Koramangala 4th Block,"Desserts, Bakery",4.1,300,No,No,Low,High Rating
Hotel Food Lands,Koramangala 7th Block,"Seafood, Mangalorean",3.8,700,Yes,No,Mid,Average
Royal Paris,BTM,"North Indian, Arabian, Chinese",3.9,1000,Yes,No,Mid,Average
Sufra Restaurant,HSR,"North Indian, Chinese",3.7,800,Yes,Yes,Mid,Average
Ghee Positive,Koramangala 8th Block,"North Indian, Chinese",3.8,300,Yes,No,Low,Average
Grills And Tandoor,Koramangala 5th Block,"North Indian, Chinese",3.7,900,Yes,Yes,Mid,Average
Paratha Plaza,Koramangala 4th Block,North Indian,3.9,250,No,No,Low,Average
Dalma,Koramangala 6th Block,Oriya,3.9,600,Yes,No,Mid,Average
Vasudev Adiga's,Koramangala 4th Block,"South Indian, North Indian, Chinese, Street Food",2.8,250,No,No,Low,Low Rating
Helloo Delhi,Koramangala 4th Block,North Indian,4.1,1000,Yes,Yes,Mid,High Rating
Indus Family Restaurant,BTM,"North Indian, Biryani",3.8,600,Yes,No,Mid,Average
Chill-Um Cafe,Koramangala 6th Block,"Cafe, Chinese, Continental",4.1,600,Yes,Yes,Mid,High Rating
Cinnamon,HSR,"North Indian, Chinese, Biryani",3.9,550,Yes,No,Mid,Average
Samaikya,HSR,"Andhra, Seafood, Biryani",3.9,900,Yes,Yes,Mid,Average
Daily Bread,Koramangala 4th Block,"Bakery, Fast Food, Italian",2.8,600,No,No,Mid,Low Rating
Buff Buffet Buff,Koramangala 5th Block,"North Indian, Chinese, Continental, Thai, Salad",4.5,1500,Yes,Yes,Premium,High Rating
Rajan's Cafe,Domlur,"North Indian, Chinese, Fast Food",2.8,300,Yes,No,Low,Low Rating
Rashtrakutas,HSR,"South Indian, Biryani, North Indian",4.0,800,Yes,Yes,Mid,High Rating
The Hidden Cafe,Koramangala 1st Block,"North Indian, Fast Food",3.9,350,Yes,No,Low,Average
Momo Hut,Koramangala 5th Block,"Chinese, Tibetan, Momos",4.0,250,Yes,No,Low,High Rating
Brewz Coffee,BTM,Cafe,3.0,650,Yes,No,Mid,Average
The Kream Story,Koramangala 7th Block,"Desserts, Fast Food",4.1,500,Yes,No,Low,High Rating
Chung Wah,Koramangala 5th Block,"Chinese, Thai, Momos, Vietnamese",4.0,800,Yes,No,Mid,High Rating
Tim Tai,Koramangala 5th Block,"Chinese, Thai, Asian, Malaysian, Vietnamese, Sri Lankan, Burmese",4.4,1400,Yes,Yes,Premium,High Rating
Nanda's,HSR,"North Indian, Chinese, Andhra",2.9,450,Yes,No,Low,Low Rating
Midnight Pizza Slurpp,Koramangala 4th Block,"Italian, Pizza",3.7,700,No,No,Mid,Average
Popsies,Koramangala 5th Block,"Chinese, Momos",3.9,750,Yes,No,Mid,Average
The Charcoal Factory,Koramangala 6th Block,"Burger, Pizza, Momos",4.1,600,Yes,No,Mid,High Rating
Tandoor Hut,Koramangala 5th Block,"North Indian, Mughlai, Chinese, Rolls",4.1,700,Yes,No,Mid,High Rating
Rollin,Koramangala 4th Block,"Continental, Pizza, Chinese",4.0,400,Yes,No,Low,High Rating
Crown Gold,Koramangala 4th Block,"South Indian, Chinese, Seafood",3.9,400,Yes,No,Low,Average
Hunger Meals,Koramangala 4th Block,"South Indian, North Indian, Biryani",3.8,400,No,No,Low,Average
Cafemoto,Koramangala 5th Block,"Cafe, Continental, Italian, Burger",4.0,800,Yes,No,Mid,High Rating
DinePost9,Koramangala 1st Block,"North Indian, South Indian, Chinese, Continental",3.9,450,Yes,No,Low,Average
